entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
ESE HOSPITAL SANTA ANA DE BOLIVAR VALLE DEL CAUCA,891900414,Valle del Cauca,Bolívar,Nacional,Centralizada,CO1.REQ.10970383,179-2026,718891856,CO1.BDOS.10785992,prestacion de servicios de apoyo a la gestion,"11.1	PRESTAR SERVICIOS DE APOYO A LA GESTIÓN COMO CONDUCTOR ADMINISTRATIVO DE LA E.S.E. HOSPITAL SANTA ANA DE BOLIVAR VALLE DEL CAUCA, PARA ATENDER LAS NECESIDADES INSTITUCIONALES DE TRANSPORTE Y DESPLAZAMIENTO, MEDIANTE LA CONDUCCIÓN, OPERACIÓN, CUSTODIA Y CONSERVACIÓN DE LOS VEHÍCULOS OFICIALES QUE LE SEAN ASIGNADOS, ASÍ COMO EL TRASLADO DE FUNCIONARIOS, CONTRATISTAS, DOCUMENTOS, EQUIPOS, INSUMOS Y DEMÁS ELEMENTOS REQUERIDOS PARA EL DESARROLLO DE LAS ACTIVIDADES ADMINISTRATIVAS Y MISIONALES DE",Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,9800000,Contratación régimen especial,Regla aplicable,0,día(s),Bolívar,contrato de prestacion de servicios y de apoyo a la gestion,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10824266,718891856,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. - E.S.P.,890399032,Valle del Cauca,No Definido,Territorial,Descentralizada,CO1.REQ.10880336,DGSA-067-2026 017-26,704416148,CO1.BDOS.10696673,COMPRA DE TIQUETES AEREOS CALI- MEDELLIN - CALI PARA ASISTENCIA DE FUNCIONARIOS A PROGRAMA ENFOCADO INTELIGENCIA ARTIFICIAL,COMPRA DE TIQUETES AEREOS CALI- MEDELLIN - CALI PARA ASISTENCIA DE FUNCIONARIOS A PROGRAMA ENFOCADO INTELIGENCIA ARTIFICIAL,Presentación de oferta,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,5350000,Contratación régimen especial,Regla aplicable,30,día(s),No Aplica,SUBGERENCIA ADMINISTRATIVA Y FINANCIERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.90121502,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10735441,704416148,Presentación de oferta,,,,,,,departamento+descentralizadas_2,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-19,False,,,,2026-08-21 20:26:38,2026-09-06 11:23:43
CVC,890399002,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.10886707,CVC CD 1160 2026,702217274,CO1.BDOS.10702887,PRESTACION DE SERVICIOS,"Prestación de servicios de apoyo a la gestión, desde el Grupo de Seguimiento y Control de la Dirección de Gestión Ambiental como Guardabosque, para apoyar actividades de carácter administrativo y documental relacionadas con la actualización, cierre y transferencias de expedientes relacionados con derechos ambientales otorgados en jurisdicción de la DAR SURORIENTE, que permitan respaldar la gestión institucional en el marco del proyecto 0204 Administración y uso sostenible de la biodiversidad",Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,13950000,Contratación directa,Servicios profesionales y apoyo a la gestión,150,día(s),No Aplica,DIRECCION DE GESTION AMBIENTAL,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10743373,702217274,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
HOSPITAL HENRY VALENCIA OROZCO EMPRESA SOCIAL DEL ESTADO,891901061,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10880438,OS 123-2026,704246396,CO1.BDOS.10697078,PRESTACION DE SERVICIOS PROFESIONALES DE BACTERIOLOGIA PARA EL DESARROLLO DE AYUDAS DIAGNOSTICAS EN EL AREA ASISTENCIAL DEL HOSPITAL HENRY VALENCIA OROZCO ESE,PRESTACION DE SERVICIOS PROFESIONALES DE BACTERIOLOGIA PARA EL DESARROLLO DE AYUDAS DIAGNOSTICAS EN EL AREA ASISTENCIAL DEL HOSPITAL HENRY VALENCIA OROZCO ESE,Presentación de oferta,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,1000000,Contratación régimen especial,Regla aplicable,30,día(s),No Aplica,AREA ASISTENCIAL,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,727475139,Valle del Cauca,Roldanillo,0,No Adjudicado,VALENTINA VACCA CHAVERRA,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10735624,704246396,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-19,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10864109,CD-SCC-1070-2026,703475053,CO1.BDOS.10681006,RESTACÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARÍA DE SEGURIDAD Y CONVIVENCIA; APOYANDO EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA PROMOVER LA CONVIVENCIA CI,"RESTACÓN DE SERVICIOS DE APOYO A LA
GESTIÓN EN LA SECRETARÍA DE SEGURIDAD Y CONVIVENCIA, APOYANDO EN
EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA CAPACIDAD
INSTITUCIONAL PARA PROMOVER LA CONVIVENCIA CIUDADANA Y GARANTIZAR
LOS DERECHOS EN EL MUNICIPIO DE JAMUNDÍ.",Presentación de oferta,2026-08-16T00:00:00.000,2026-08-16T00:00:00.000,2026-08-16T00:00:00.000,11500000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Jamundí,SECRETARIA DE SEGURIDAD Y CONVIVENCIA CIUDADANA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10720523,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-16,False,,,,2026-08-18 14:07:12,2026-09-06 11:23:43
UNIVERSIDAD DEL VALLE,890399010,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10961802,MIC_646_2026,700785025,CO1.BDOS.10718591,Prestar servicios médicos para los afiliados (cotizantes y beneficiarios) al Servicio de Salud de la Universidad del Valle consistente en suministro de oxígeno medicinal y alquiler de equipos médicos,"Prestar servicios médicos para
los afiliados (cotizantes y beneficiarios) al Servicio de Salud de la Universidad del
Valle consistente en suministro de oxígeno medicinal y alquiler de equipos
médicos",Presentación de oferta,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,306250000,Contratación régimen especial,Regla aplicable,444,día(s),Cali,DIRECCIÓN SERVICIO DE SALUD,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10817070,700785025,Presentación de oferta,,,,,,,departamento+descentralizadas_2,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-01,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LA PAZ,821003302,Valle del Cauca,La Victoria,Territorial,Centralizada,CO1.REQ.10870989,00-2-2026,717862106,CO1.BDOS.10687766,ACUEDUCTO,PRESTACIÓN DE SERVICIOS DE ACUEDUCTO A LA INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE LA PAZ DE MIRAVALLES - LA VICTORIA -VALLE DEL CAUCA,Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,500000,Contratación régimen especial,Regla aplicable,20,día(s),La Victoria,Maria Patricia Mejia Blandon,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,729291427,Valle del Cauca,La Victoria,0,No Adjudicado,ACUAMIR,900387621,V1.83101500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10725987,717862106,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10940434,00-2026-PSCO-1260,704483148,CO1.BDOS.10756554,Jimena Peñaranda Romero,"Prestar servicios profesionales de medicina especializada en la Subgerencia Científica y Subgerencia de promoción y mantenimiento de la salud, en los Procesos Internación, Cirugía, Urgencias o Consulta Externa para brindar soporte en la prestación de los servicios asistenciales a las personas vinculadas a los diferentes regímenes de aseguramiento en salud y/o usuarios en la zona de influencia que requieran atención en el ámbito hospitalario o de urgencias en la Red de Salud Ladera ESE.",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,8901900,Contratación régimen especial,Regla aplicable,30,día(s),Cali,PUBLICACIÓN DE CONTRATOS Y COMPRAS ESE LADERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,731812467,Valle del Cauca,Cali,0,No Adjudicado,JIMENA PEÑARANDA ROMERO,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10793857,704483148,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10914885,CD-SHT-1214-2026,703475053,CO1.BDOS.10731177,CONTRATACIÓN DIRECTA- PRESTACIÓN DE SERVICIOS,"PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN LA SECRETARÍA DE
HACIENDA, APOYANDO EN EL MARCO DEL PROYECTO ACTUALIZACIÓN
CATASTRAL CON ENFOQUE MULTIPROPÓSITO EN JAMUNDÍ.",Presentación de oferta,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Jamundí,SECRETARIA DE HACIENDA Y TESORERIA GENERAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10777217,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-26,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
FONDO ROTATORIO DEL DANE FONDANE-SUROCCIDENTE,800072977,Valle del Cauca,Cali,Nacional,Centralizada,CO1.REQ.10976879,EDP-5170-OP-CAL- 2026-1,704486158,CO1.BDOS.10792156,226_CONV_FONTUR_EGIT_2026_DRA_TH_TU Prestación de servicios de apoyo a la gestión para realizar el seguimiento y control de la cobertura; revisando la consistencia y calidad de la información recolect,"226_CONV_FONTUR_EGIT_2026_DRA_TH_TU Prestación de servicios de apoyo a la gestión para realizar el seguimiento y control de la cobertura, revisando la consistencia y calidad de la información recolectada en la Encuesta de Gasto Interno en Turismo - EGIT, utilizando las herramientas y mecanismos definidos por el DANE para el desarrollo de la operación estadística, con autonomía en la ejecución del objeto contractual.",Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,12492800,Contratación directa,Servicios profesionales y apoyo a la gestión,117,día(s),No Aplica,FONDANE-DIRECCION TERRITORIAL SUROCCIDENTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10830539,704486158,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
HOSPITAL GONZALO CONTRERAS E.S.E,891900367,Valle del Cauca,La Unión,Territorial,Centralizada,CO1.REQ.10983042,171-2026,704247535,CO1.BDOS.10798336,PRESTACION DE SERVICIOS,APOYO Y ACOMPAÑAMIENTO EN LA GESTION PARA LA PRESTACIÓN DE SERVICIOS PROFESIONALES Y TÉCNICOS EN LOS PROCESOS ASISTENCIALES Y ADMINISTRATIVOS RELACIONADOS CON EL FUNCIONAMIENTO DE LA ENTIDAD,Fase de ofertas,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,729014154,Contratación régimen especial,Decreto 092 de 2017,1,Mes(es),La Unión,CLAUDIA LORENA CHAVERRA ARANZAZU,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10836923,704247535,Fase de ofertas,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10947321,IND-26-FM-01-3766,701715203,CO1.BDOS.10763415,MARIA ELENA CALERO ARANA,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FÍSICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,5000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10808872,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10927212,IND-26-ID-01-3089,701715203,CO1.BDOS.10743085,SEBASTIAN ALARCON CARDOZA,"Prestar Los Servicios Profesionales Por Sus Propios Medios Con Plena Autonomia Tecnica Y Administrativa, Para El Desarrollo Del Proyecto Estrategico Denominado  Fortalecimiento De La Infraestructura Deportiva Y Recreativa Para Facilitar La Practica Del Deporte Y La Recreacion En Los Municipios Del Valle Del Cauca .",Presentación de oferta,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,2026-08-26T00:00:00.000,10000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE INFRAESTRUCTURA DEPORTIVA INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10783116,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-26,False,,,,2026-08-29 02:56:56,2026-09-06 11:23:43
HOSPITAL RAUL OREJUELA BUENO,815000316,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.10971983,00-2026-HROB-673,704247139,CO1.BDOS.10787629,PRESTAR SERVICIOS PROFESIONALES EN MEDICINA ESPECIALIZADA DE PEDIATRIA EN LA SUBGERENCIA CIENTIFICA,"PRESTAR SERVICIOS PROFESIONALES EN MEDICINA ESPECIALIZADA DE PEDIATRIA EN LA SUBGERENCIA CIENTIFICA, EN LOS PROCESOS MISIONALES, EN LA PRESTACION DE SERVICIOS ASISTENCIALES EN EL MARCO DE LAS RUTAS INTEGRALES DE ATENCION RIAS, GUIAS DE PRACTICA CLINICA Y DEMAS LINEAMIENTOS, A LAS PERSONAS VINCULADAS A LOS DIFERENTES REGIMENES DE ASEGURAMIENTO EN SALUD Y USUARIOS, EN LA ZONA DE INFLUENCIA DEL MUNICIPIO DE PALMIRA EN EL HOSPITAL RAUL OREJUELA BUENO ESE",Presentación de oferta,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,2026-09-02T00:00:00.000,12818736,Contratación régimen especial,Regla aplicable,1,Mes(es),Palmira,OFICINA ASESORA JURÍDICA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,718456189,Valle del Cauca,Cali,0,No Adjudicado,MANUEL ALEJANDRO PRIETO NIÑO,No Definido,V1.85121613,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10825716,704247139,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-02,False,,,,2026-09-05 00:54:42,2026-09-06 11:23:43
EMPRESAS MUNICIPALES DE CALI,890399003,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10916799,400-IP-114-2026,718393382,CO1.BDOS.10733339,Prestación de servicios tecnologicos para apoyar los procesos operativos de back office del área comercial; garantizando el seguimiento y control de órdenes de trabajo; la gestión de novedades y causa,"Prestación de servicios tecnologicos para apoyar los procesos operativos de back office del área comercial, garantizando el seguimiento y control de órdenes de trabajo, la gestión de novedades y causales de inefectividad, el soporte a los canales de atención y el enrutamiento de la agenda en terreno para instalaciones y reparaciones, contribuyendo a la eficiencia del servicio y a la satisfacción del cliente en los segmentos masivo y corporativo.",Presentación de oferta,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,9900000,Contratación régimen especial,Regla aplicable,88,día(s),Cali,GUENT Gerencia de Telecomunicaciones,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,730499746,Valle del Cauca,Cali,0,No Adjudicado,GINA JOLEISA ALDANA GARCIA,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10770921,718393382,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-25,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
RED DE SALUD DEL SURORIENTE EMPRESA SOCIAL DEL ESTADO,805027338,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10900149,130.7.10.054.2026,704247881,CO1.BDOS.10716399,CONTRATO SINDICAL AGESOC AMBULATORIO,"PRESTACIÓN DE SERVICIOS DE APOYO EN LA EJECUCION EN
LOS PROCESOS DE GESTIÓN AL USUARIO, APOYO
DIAGNÓSTICO Y ATENCIÓN AMBULATORIA DE LA RED DE SALUD
SURORIENTE E.S.E.",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,43407447,Contratación régimen especial,Regla aplicable,15,día(s),Cali,ESE SURORIENTE,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,701098253,No Definido,No Definido,0,No Adjudicado,ASOCIACION GREMIAL ESPECIALIZADA EN SALUD DEL OCCIDENTE,No Definido,V1.85101601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10755117,704247881,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
MUNICIPIO DE BUGALAGRANDE,891900353,Valle del Cauca,Bugalagrande,Territorial,Centralizada,CO1.REQ.10953384,CD-378-2026,701716565,CO1.BDOS.10769390,RAUL CORREA VASQUEZ,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA REALIZAR ACTIVIDADES COMO MONITOR DE FUTBOL Y FUTBOL DE SALON EN EL CORREGIMIENTO DEL OVERO SECTOR EL POBLADO EN EL MARCO DEL PROYECTO APOYO AL FOMENTO DE LA RECREACION, LA ACTIVIDAD FISICA Y EL DEPORTE EN EL MUNICIPIO DE BUGALAGRANDE, DEPARTAMENTO DEL VALLE DEL CAUCA.",Presentación de oferta,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,2026-08-31T00:00:00.000,6300000,Contratación directa,Servicios profesionales y apoyo a la gestión,90,día(s),Bugalagrande,SECRETARIA DE DESARROLLO SOCIAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10807557,701716565,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-31,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
MUNICIPIO DE BUGALAGRANDE,891900353,Valle del Cauca,Bugalagrande,Territorial,Centralizada,CO1.REQ.10935000,CD-365-2026,701716565,CO1.BDOS.10751282,PRESTACION DE SERVICIOS,PRESTACION DE SERVICIOS DE APOYO A LA GESTION A LA SECRETARIA DE SERVICIOS ADMINISTRATIVOS PARA ATENDER DE MANERA OPORTUNA EFICIENTE Y EFICAZ LOS REQUERIMIENTOS OPERATIVOS Y ADMINISTRATIVOS SOLICITADOS POR LAS DIFERENTES DEPENDENCIAS DE LA ENTIDAD CONFORME AL PLAN DE ACCION INSTITUCIONAL,Presentación de oferta,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,8925000,Contratación directa,Servicios profesionales y apoyo a la gestión,102,día(s),Bugalagrande,SECRETARIA DE SERVICIOS ADMINISTRATIVOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10789108,701716565,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-27,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
